Date,Actual,Baseline_Persistence,Predicted_Linear_Regression,Predicted_Random_Forest
925,-0.0069715993514528,-0.004194177587506,9.606740218232545e-05,0.0023231792998992334
926,-0.003211265936186,-0.0069715993514528,0.002513410038538569,0.004300015971381053
927,0.0014266227216406,-0.003211265936186,0.0036333605347959584,0.005748873056747769
928,0.0067234531062752,0.0014266227216406,-0.0005771447368290521,0.001104691768855649
929,-0.0056958856048289,0.0067234531062752,-0.0013232102202545876,0.0007208455495151949
930,0.0012416323054647,-0.0056958856048289,0.00034250221523383115,-0.0010048405005197078
931,0.0084299188671679,0.0012416323054647,0.0010523282979817803,0.0022898657513077776
932,-0.0121596129386778,0.0084299188671679,-0.000126513578600274,0.00011382177281723357
933,0.0007212876971294,-0.0121596129386778,0.0008024961415869735,0.0023029825970815976
934,-0.0021510106153728,0.0007212876971294,-0.0029204584600516464,-0.0009778968059645696
935,-0.0093947947580596,-0.0021510106153728,-9.68679147662591e-05,0.0009390188981769915
936,-0.0164009341032194,-0.0093947947580596,0.0031732574110303027,-0.0017874155149377186
937,-0.0022955984771939,-0.0164009341032194,0.0022939968462917476,0.002695999781637747
938,0.0040230650909416,-0.0022955984771939,0.002197525382743885,0.0009023999534374954
939,-0.0147345339908682,0.0040230650909416,-0.00044829597135019063,0.0004172953483106316
940,0.0002293140607452,-0.0147345339908682,0.0029369757374288563,-0.002730720897559396
941,0.0058931739705165,0.0002293140607452,0.0022835061084087675,0.001992814853762316
942,-0.002709582086142,0.0058931739705165,0.0013950379512334527,0.0010713091465041845
943,7.936755559079245e-05,-0.002709582086142,0.004280210478629785,0.0026247971092153207
944,-0.0137440716742595,7.936755559079245e-05,7.525892350297735e-05,-0.00242550524276597
945,0.0081097549571607,-0.0137440716742595,0.0036856236784409834,0.005165912103143799
946,-0.0013040301597772,0.0081097549571607,1.7379546659688746e-05,0.0006504293313790705
947,0.0118148930146444,-0.0013040301597772,-0.0017111688110124086,-0.0008415607072515929
948,0.0063038542996403,0.0118148930146444,-0.0011182127069157607,-0.00026493926045439314
949,0.0052079907813922,0.0063038542996403,0.0009784615398990705,0.0001150544414770124
950,0.0042930081710337,0.0052079907813922,0.0001161611474090132,0.0012314771462840334
951,-0.0062464343461184,0.0042930081710337,-0.0002761674422335613,0.0007083979104906725
952,-0.0050188588887675,-0.0062464343461184,0.0011118195566708609,0.0009576086547573561
953,0.0105943693839298,-0.0050188588887675,0.0017717862488605847,0.001610081554425349
954,-9.824505308242416e-05,0.0105943693839298,0.0008923602304439705,0.002013296495482157
955,-0.0133998205065164,-9.824505308242416e-05,0.0018068906800919593,0.0014711305862756604
956,-0.008482848196321,-0.0133998205065164,0.002354919566519289,0.0028101364737291266
957,-0.0125852837190275,-0.008482848196321,0.001482584773213328,0.0019215480530370354
958,-0.0016855698941634,-0.0125852837190275,0.003445165442716417,-0.003513112729653094
959,0.0072657922227272,-0.0016855698941634,-0.000514059692940742,0.0011429346198261032
960,-0.0143396286277125,0.0072657922227272,-0.0009688270065975047,0.0003851345065313365
961,-0.0118325197781096,-0.0143396286277125,0.0016927875877277595,0.005597823879191825
962,-0.0048002802297685,-0.0118325197781096,0.003528011044878473,-0.00023616134918133934
963,0.0120100223258599,-0.0048002802297685,0.0026808477118207353,0.002682092460315802
964,0.0064749573072333,0.0120100223258599,-0.00275364383456762,-0.0011202110173815776
965,0.0105059994863139,0.0064749573072333,-0.0013105771386161444,0.0005129363929839786
966,0.0188585570201276,0.0105059994863139,-0.0019103336765484854,-7.512374163084016e-05
967,0.0093937302530313,0.0188585570201276,-0.002755067228204368,0.0024746281370271574
968,0.0017529924220356,0.0093937302530313,-0.0004963326549407814,0.001812691269196327
969,0.0028401189192852,0.0017529924220356,0.0025783474556748094,0.00029743444567372905
970,0.0010049156221052,0.0028401189192852,-0.0005792008022575685,-0.0010608666602178842
971,-0.0080838393067328,0.0010049156221052,0.0004846667915153844,0.00042863090459113886
972,0.0156164410948524,-0.0080838393067328,-0.0018842462900359688,-0.0035694316170343677
973,-0.0008358389332403,0.0156164410948524,-0.00155495245369484,-0.0006004592953425005
974,0.0190750177036618,-0.0008358389332403,0.0011094267692110475,0.0016665845788116534
975,0.0015970120755575,0.0190750177036618,-1.0745937935258045e-05,-0.002903659526502549
976,0.0011904273935798,0.0015970120755575,-0.0004627527840806987,0.000118851543318384
977,0.001282049060336,0.0011904273935798,-0.002081694784034312,-7.103178505022787e-05
978,0.0073902780973298,0.001282049060336,0.0015946732874591342,-0.0004232315321399187
979,-0.0020209310950652,0.0073902780973298,-0.0016605164636613896,0.0007152757230309905
980,0.0040611292209464,-0.0020209310950652,0.001135619648702619,0.002082080041589249
981,0.000596873667884,0.0040611292209464,0.00037886443564974894,0.001031091478630278
982,-0.00195415746009,0.000596873667884,0.0011327853850905474,0.0009481724496730071
983,0.0009801185306033,-0.00195415746009,0.001448493461261865,0.0016195188213498932
984,-0.0009462486392383,0.0009801185306033,0.0013316477177903866,0.0006500690384177057
985,0.0037840728581564,-0.0009462486392383,0.002080613882845488,0.0016117920786757709
986,0.0058737421236076,0.0037840728581564,0.00022148327328738948,0.0003616619615131841
987,-0.0054085091269721,0.0058737421236076,0.003160230373703965,0.0035247375840188645
988,-0.0005688697261614,-0.0054085091269721,0.002193308171175432,-0.0014914771998008238
989,-0.0039062028088695,-0.0005688697261614,-0.00035163427590378547,-0.0003038007231932769
990,0.0079681890658929,-0.0039062028088695,0.003068784107796369,0.0008238846025136789
991,0.0040954978699407,0.0079681890658929,-0.0005335247507131339,0.0004746339278760566
992,0.0039244942866989,0.0040954978699407,-9.948940911829536e-06,0.0004575341199865044
993,0.0045993575202152,0.0039244942866989,0.0005945204926944789,0.0013606739004616295
994,0.0136506763510459,0.0045993575202152,-0.00013399006608234094,-0.00031426167028969254
995,0.0026470624846992,0.0136506763510459,-0.001594321995912916,0.004664124843967752
996,-7.62494933082003e-05,0.0026470624846992,0.004793932522666168,0.006557036320878134
997,0.0045283443669004,-7.62494933082003e-05,0.0018604555338327883,0.001840517760141851
998,0.0058664078189105,0.0045283443669004,-0.0011266503634443728,0.0006827827627253781
999,-0.0146842669110067,0.0058664078189105,-0.0006916154422719448,0.00031873558110579446
1000,0.0103014678212025,-0.0146842669110067,0.004623342673476357,0.002050775624335948
1001,0.0016600585268868,0.0103014678212025,0.0003755860954146935,0.0012865765580245259
1002,0.0042316894655107,0.0016600585268868,0.0009018776246126708,0.0012985584196088657
1003,0.0014304577464787,0.0042316894655107,0.0006902715989400162,0.0012183167395491002
1004,0.0003701746080437,0.0014304577464787,0.0005433300152227279,0.0011374585247346562
1005,-0.0028264750133749,0.0003701746080437,-0.0002539402968401559,0.001131118071915654
1006,-0.0056605790054923,-0.0028264750133749,0.0015674989892877132,0.001677080255133509
1007,-0.0080163149227308,-0.0056605790054923,-0.0004276321505962647,-0.0006112843713072385
1008,-0.003428381297357,-0.0080163149227308,-0.00260456700824714,0.005722267322934017
1009,0.0018256861788026,-0.003428381297357,0.0036706908615035867,0.001916489642690801
1010,0.0141146293098466,0.0018256861788026,0.0005306576328824813,0.0009269465767924633
1011,-0.0014779006799081,0.0141146293098466,-0.002328281436598608,-0.0008050169872117392
1012,0.0056659718937244,-0.0014779006799081,0.0011713806969897733,0.0016243981868000474
1013,-0.0006710555783868,0.0056659718937244,0.0009548484365269987,0.006902674375210417
1014,0.0007509755941104,-0.0006710555783868,0.0036226720392268704,0.004035902179661128
1015,-0.0037313402367431,0.0007509755941104,0.00032062755710687114,0.0009659992540281624
1016,-0.0056168971839904,-0.0037313402367431,0.0033422399405231445,0.001957073941227203
1017,0.008805260963896,-0.0056168971839904,0.001806037007027465,0.0017845396537060265
1018,0.0123135027649361,0.008805260963896,-0.003511624068193681,-0.0006681103030064879
1019,0.002194325202627,0.0123135027649361,-0.002930580125109044,-0.0005331314758593908
1020,0.002921374261968,0.002194325202627,-0.001802133868095841,0.0005256687473010691
1021,0.0008119284117831,0.002921374261968,-0.003247924118331768,0.005390696747455431
1022,0.0052603655277063,0.0008119284117831,-0.003006299378825276,0.0011447182654966037
1023,-0.0006517852510764,0.0052603655277063,-0.0010915840874570423,0.000857879925948398
1024,0.0075567748961808,-0.0006517852510764,-0.0006044183407992053,0.0013486950292747539
1025,-0.0006006499345398,0.0075567748961808,0.0022265981217549635,0.0023893735859213225
1026,-0.0161057446115979,-0.0006006499345398,0.00021684425298120055,0.0002569209672037471
1027,0.0124936882116097,-0.0161057446115979,0.0036279942420004182,-0.0009535834166348115
1028,0.0106844460775146,0.0124936882116097,-0.0007548692545062267,0.0027312085470261676
1029,-0.0031863375266721,0.0106844460775146,-0.0022795545070093126,0.002553954640928853
1030,0.0023104108269635,-0.0031863375266721,-0.00075993223153809,0.0005685335814443814
1031,0.00824145796339,0.0023104108269635,-0.0003197653269127261,0.0006522337447661189
1032,0.0005705832608251,0.00824145796339,-0.0008445407907231681,0.0015246022964090927
1033,0.0057423415255595,0.0005705832608251,0.00112297382321473,0.0013310464147961063
1034,-0.0009489536011326,0.0057423415255595,-2.3567495578906742e-05,0.001582366628348008
1035,-0.0136742556536254,-0.0009489536011326,0.002255550766787168,0.002358632926507976
1036,0.0095797632750176,-0.0136742556536254,0.0020294778625483353,0.001945196256906446
1037,0.0058212506847294,0.0095797632750176,-0.0010704091027146174,0.0013532141010484382
1038,-0.0048034698371121,0.0058212506847294,-0.0005823002626541059,0.0028557562723039516
1039,-0.0060053220011653,-0.0048034698371121,0.0003808308168594429,0.0014887774185682583
1040,0.0012641999229821,-0.0060053220011653,0.0007332161604562656,0.0011790079278806388
1041,0.021122884217414,0.0012641999229821,-0.00030854663197682985,0.00023730371684289718
1042,0.0003479475462115,0.021122884217414,-0.0021464233650268106,0.0023676134047095993
1043,-0.0037867513501905,0.0003479475462115,0.00047439648048577316,0.0013159620218321146
1044,0.0017063496993998,-0.0037867513501905,0.005466695645861832,0.0020988092314956617
1045,-0.0016581550604305,0.0017063496993998,0.0007428380290531898,-0.00028896641656298374
1046,0.0052290946971491,-0.0016581550604305,0.00014114239071456695,0.0009717868461395053
1047,0.0080078289488876,0.0052290946971491,0.0025057891076293694,0.003379493336872247
1048,-0.0011932620709189,0.0080078289488876,0.0029078397943279434,0.001225058075825831
1049,-0.0101931008834446,-0.0011932620709189,0.004575204446073381,-6.988943436350685e-05
1050,0.0051411032032746,-0.0101931008834446,0.00484759209642106,0.006476861759243465
1051,0.0103041279259514,0.0051411032032746,-0.0003245284664118511,0.0011600829956232757
1052,-0.0065285190034379,0.0103041279259514,0.001336153246739639,0.0026204691608082064
1053,-0.0011222380873464,-0.0065285190034379,-0.0011174371661128826,0.00036926121288814663
1054,0.0112017879813663,-0.0011222380873464,-0.0008682630528865708,-0.000299614114325062
1055,-0.0019245297153407,0.0112017879813663,0.0005358771920725115,0.00164338682451424
1056,-0.0028710915621273,-0.0019245297153407,0.0008193487637051344,0.0007542167719837846
1057,-0.0064829174844615,-0.0028710915621273,-0.0003503982317438711,0.0017141872212714055
1058,0.0063180595049523,-0.0064829174844615,-0.0003642531258923414,-0.0010884356799792882
1059,0.0056491496501236,0.0063180595049523,-0.0003613674766742695,0.0005612641784085068
1060,0.0089041739128465,0.0056491496501236,-0.001224154350147533,0.0031300071636082226
1061,0.003236535401516,0.0089041739128465,-0.0022603121279471355,-0.00021657624038616666
1062,-0.0014021878490156,0.003236535401516,0.0064251006380860645,0.009038274663063206
1063,-0.0030549644525015,-0.0014021878490156,0.0009179297709150184,0.000553318781440092
1064,-0.0027997952250302,-0.0030549644525015,0.0013585646330114209,-0.0007716681693191145
1065,0.0086306265255329,-0.0027997952250302,-0.00017429778509353382,0.0011675105441359558
1066,0.001116485507179,0.0086306265255329,-0.0031399682626274644,-0.00037412933122488417
1067,-0.0020135845401164,0.001116485507179,-0.0009281194716482706,0.0013609541946549217
1068,-0.0072390590731691,-0.0020135845401164,-0.0009556228307224589,-0.0026780386235821896
1069,0.0010911223646881,-0.0072390590731691,0.0010854483720682054,0.0016369364835851236
1070,-0.0123343363503796,0.0010911223646881,-0.0007811343032920089,0.00015516563146232516
1071,0.0110991941743316,-0.0123343363503796,0.0030582638772380685,0.0020287559318570873
1072,-0.0003746309983179,0.0110991941743316,-0.0011776841604760888,0.0010753211496625829
1073,0.0014454931932483,-0.0003746309983179,0.0030599667484309564,0.0013018131252597958
1074,-0.0094569806491084,0.0014454931932483,0.00038132138717692903,9.906254609351375e-05
1075,0.0074447977105855,-0.0094569806491084,0.0024640190632139163,0.0018537593873968936
1076,-0.0145506882958016,0.0074447977105855,-0.0022912987247267146,-0.0103093035362763
1077,-0.012021354947762,-0.0145506882958016,0.0014924527071821718,-0.0040508186956335025
1078,-0.0020565070133361,-0.012021354947762,0.00329894045920876,0.0056672389786830615
1079,-0.0057806027246414,-0.0020565070133361,0.0035534773539679133,0.00014426343098664085
1080,-0.0022081601199982,-0.0057806027246414,0.0006496606894446811,0.0016303388163871563
1081,-0.0087585481274361,-0.0022081601199982,0.00010895570563607571,0.0006110192574530231
1082,0.0087312480714667,-0.0087585481274361,-0.0007749195971462879,0.004100594252421909
1083,0.0119645762708726,0.0087312480714667,-0.0016956910286498677,0.0003138099262024411
1084,0.0002130100613548,0.0119645762708726,0.00029098171537717633,0.00020593319294404244
1085,-0.0045764303535156,0.0002130100613548,0.00015340094582566262,-0.0008209692114030481
1086,0.010209142634743,-0.0045764303535156,0.000981248162665825,0.0008807051823214514
1087,0.0031784486665891,0.010209142634743,0.002707472848278843,0.002727838895568067
