Price,Close,High,Low,Open,Volume
Ticker,HD,HD,HD,HD,HD
Date,,,,,
2020-01-02,193.4981231689453,193.58620493379146,191.8948818163148,192.98720054364904,3935700
2020-01-03,192.8550567626953,193.515730482199,190.93470493656307,191.27825473304733,3423200
2020-01-06,193.76242065429688,193.79765067654856,190.62641101617328,190.70570208876495,5682800
2020-01-07,192.49392700195312,194.29095386918542,191.06686241766536,193.35720369219115,5685400
2020-01-08,195.3744354248047,196.41390244762948,192.62603692622028,192.74055801080857,4916200
2020-01-09,198.3695068359375,198.6866307879862,195.4273094950338,196.12321329571273,4843600
2020-01-10,197.51502990722656,198.6337745798328,196.46675871587698,197.98190495929015,4226600
2020-01-13,196.73980712890625,197.77045644328712,196.15841107214567,197.76165229992054,6060900
2020-01-14,196.27297973632812,198.1581018647899,195.83253051527214,195.98228163745796,3915100
2020-01-15,197.8409423828125,198.1844921759239,195.67394013132258,195.80606949734963,3444300
2020-01-16,201.56716918945312,201.60239920961894,198.55448496974864,199.02136002523872,5390800
2020-01-17,204.28912353515625,204.89694549956525,201.64642869264134,202.26305480093993,7979200
2020-01-21,205.20529174804688,205.83073556333295,203.54039421107626,203.95441755891838,4873500
2020-01-22,205.16119384765625,208.35885874652973,205.14358556076817,205.9451927402673,4030800
2020-01-23,205.8218994140625,206.85256233863734,203.17040015103518,204.48294356533665,4617900
2020-01-24,204.36842346191406,207.38989844310083,203.0999276484162,206.53543938354667,4467500
2020-01-27,203.65489196777344,204.78244078201186,201.0210010587247,201.0210010587247,3595600
2020-01-28,206.0068817138672,207.23132984137214,203.79583176893138,204.20985505476932,3621900
2020-01-29,206.1478271484375,207.78629854967858,205.60166105372943,206.92300852436122,2564000
2020-01-30,205.06431579589844,205.5135825455588,203.98963220220546,204.36841203123336,4685700
2020-01-31,200.9329376220703,205.45193743594135,200.7479430372015,205.2141045372515,5304700
2020-02-03,203.96324157714844,205.71623450671322,202.0340850697151,202.87093599253788,5100900
2020-02-04,207.0111083984375,208.20913066980526,206.15663593952007,206.15663593952007,3505100
2020-02-05,209.75071716308594,209.9357117400873,207.76869577630163,208.8610146239377,3868600
2020-02-06,210.3937530517578,210.89587154969863,209.19573079019426,209.65380168352667,3930300
2020-02-07,209.03720092773438,211.00160067055234,208.3501012250188,210.3937786008939,2456100
2020-02-10,211.95294189453125,211.95294189453125,208.05055541031837,208.4205445272199,2568000
2020-02-11,212.86024475097656,213.57377015656115,211.59174916707505,211.95292066221592,2692400
2020-02-12,212.81622314453125,213.44166686961475,210.39375275039734,213.291915767314,3592100
2020-02-13,213.49447631835938,214.58679486402804,211.76791002893978,212.27002842667557,2468100
2020-02-14,215.84649658203125,215.99624767118362,213.73234616389811,214.44587159398202,2841600
2020-02-18,214.8863525390625,216.79790040687524,214.1992528793489,215.67915570290359,2892600
2020-02-19,214.62208557128906,216.26055713243488,214.06711527820073,215.74083030254354,2713300
2020-02-20,217.5995635986328,217.68764538877141,213.30957851967355,214.6661698139703,3701800
2020-02-21,216.1195831298828,217.89900143835786,214.93918264784463,217.1414283716955,3881100
2020-02-24,211.15133666992188,214.15520333855264,209.3895399293444,210.07663958285423,5350100
