Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2020-01-02,153.32325744628906,153.42826088554256,151.1372952944172,151.5668495220527,22622100
2020-01-03,151.4141387939453,152.6837207384835,150.87958104163584,151.12777897349832,21116200
2020-01-06,151.8054962158203,151.8723232086729,149.3999720884019,149.94408480527218,20813700
2020-01-07,150.42141723632812,152.41646868645628,150.17323382639358,152.0823773152685,21634100
2020-01-08,152.81732177734375,153.4950738351807,150.7745396996867,151.71001553116633,27746500
2020-01-09,154.72650146484375,154.8506004292795,153.71465793650782,154.48785857360957,21385000
2020-01-10,154.0105438232422,155.8051426887704,153.85780890583482,155.42331996085537,20725900
2020-01-13,155.86239624023438,155.89103221316708,153.93415819102395,154.41144382737096,21626500
2020-01-14,154.7646942138672,156.16791559525535,154.37331637212353,155.96744915551147,23477400
2020-01-15,155.7669677734375,156.4924514232917,155.18469315115652,155.23241007287436,21417900
2020-01-16,158.62109375,158.68792072514867,156.57831197500565,156.8837817489415,23865400
2020-01-17,159.50889587402344,159.86208265119686,157.91474872726818,159.8143511653507,34371700
2020-01-21,158.93614196777344,160.54937000352857,158.86931497665745,159.1079578324649,29517200
2020-01-22,158.17251586914062,159.88120724024543,158.1534203582079,159.7952847238517,24138800
2020-01-23,159.1461639404297,159.22253140940367,157.7620381585891,158.64024220338177,19680800
2020-01-24,157.54244995117188,159.91933786769545,156.97925634771383,159.90024236223502,24918100
2020-01-27,154.90786743164062,155.95790194568534,152.92235689228698,153.82919693681342,32078100
2020-01-28,157.94342041015625,158.22978023235012,155.66199491117118,156.33973257783853,24899900
2020-01-29,160.4061737060547,161.0839258176197,158.16293962662346,160.21526233672495,34754500
2020-01-30,164.9308624267578,166.14317230881892,163.03125990019,166.14317230881892,51597500
2020-01-31,162.49671936035156,164.56813798410553,161.87625364670603,164.38678161524783,36142700
2020-02-03,166.45816040039062,166.57270430396193,162.6589558551061,162.6875918309989,30107000
2020-02-04,171.9373779296875,172.4337590841562,168.30046360645028,169.09275953348234,36433300
2020-02-05,171.72740173339844,175.8320619700683,170.30509956420224,175.66978656794012,39186300
2020-02-06,175.2879638671875,175.46933477716024,171.8801367244904,172.74880025877843,27751400
2020-02-07,175.53611755371094,177.19707687616415,174.19016851132312,174.5433698005128,33529100
2020-02-10,180.12762451171875,180.26126392824392,174.92521317224083,175.24022348953673,35844300
2020-02-11,176.06117248535156,182.03678492319855,175.16387293112035,181.9890534343469,53159900
2020-02-12,176.3188934326172,177.40710426901245,173.58881858824256,177.1493659071914,47062900
2020-02-13,175.3643035888672,177.76981282779755,174.562452610288,174.7629189963334,35295800
2020-02-14,176.92984008789062,176.98711204957445,174.35248528727305,174.92523403532266,23149500
2020-02-18,178.72439575195312,179.17304546668734,177.0729913396611,177.17799477429256,27792200
2020-02-19,179.26043701171875,180.12189205359857,178.48512455294917,180.00703527611827,29997500
2020-02-20,176.5228729248047,179.23169007348827,173.34504761683388,178.94453357685938,36862400
2020-02-21,170.9425506591797,175.64230186001902,169.65993463045433,175.32643111765134,48572600
2020-02-24,163.57229614257812,167.07557430420084,156.24030250955758,160.58590274861274,68311100
2020-02-25,160.873046875,167.3531367927609,160.4710189288853,166.74054294898085,68073300
2020-02-26,162.8831024169922,165.8407811816889,161.00704028883158,162.44280838105968,56206100
2020-02-27,151.4065399169922,159.8775783821667,151.2151070725782,156.3264531113094,93174900
2020-02-28,155.07254028320312,156.69975601306766,145.49118524939092,145.8836320833178,97012700
2020-03-02,165.39088439941406,165.5153222915378,155.35965672866865,158.23119253790156,71030800
2020-03-03,157.4654998779297,167.50631207086104,155.31184729416148,166.35770028059628,71677000
2020-03-04,163.24685668945312,163.39042767558934,158.52795733810908,161.27507058443427,49814400
2020-03-05,159.15013122558594,163.55314516534068,158.59496574082314,158.93955071049004,47817300
2020-03-06,154.65138244628906,156.1254313406518,149.319889632788,155.64684195080312,72821100
2020-03-09,144.1702423095703,150.99493069721586,143.57679622556182,144.53397486706558,70419300
2020-03-10,154.0291748046875,154.13446503233638,146.0463089805732,151.38736719102417,65354400
2020-03-11,147.05137634277344,150.9470862685925,144.67756252194508,150.40150197475725,56371600
2020-03-12,133.1052703857422,146.89821923788367,132.64582868992906,139.07807085286538,93226400
2020-03-13,152.02867126464844,154.97678295935205,134.70373362014425,141.18383651086268,92727400
2020-03-16,129.62115478515625,142.95466341800056,129.2191414311284,134.00503555820723,87905900
2020-03-17,140.293701171875,141.18387042907835,129.21913564695305,134.00502955980318,81059800
2020-03-18,134.38790893554688,139.74811650672834,129.23829649182758,132.09068546526376,81593200
2020-03-19,136.5989990234375,143.72039734227005,133.04785909180967,136.65642741711832,85922700
2020-03-20,131.46849060058594,140.80098223797003,130.0422891847285,139.7480799033925,84866200
2020-03-23,130.1571502685547,134.55061142383002,126.84532027961379,131.14304312122096,78975200
2020-03-24,141.9878692626953,143.19392363972096,135.2206241915283,137.59442301738088,82516700
2020-03-25,140.62867736816406,147.72137425955265,138.25487854302744,142.53346802938663,75638200
2020-03-26,149.42518615722656,149.95163742924396,142.0166168333385,142.04533102950404,64568100
2020-03-27,143.2896728515625,148.257433486755,142.81108342012416,145.2518924415378,57042300
2020-03-30,153.36875915527344,153.72292525245413,143.5863903880051,145.91234252930232,63420300
2020-03-31,150.95663452148438,157.7238792292168,149.85587043323005,152.57425399147266,77927200
2020-04-01,145.59645080566406,150.99493802138917,144.36169672460142,146.4483392537087,57969900
2020-04-02,148.61158752441406,148.82216804626614,143.92141685856092,145.3571851773393,49630700
2020-04-03,147.24281311035156,150.64080069189777,145.67304049930848,148.45843424740835,41243300
2020-04-06,158.19293212890625,159.37025787232824,150.83222538941226,153.45490035648226,67111700
2020-04-07,156.48916625976562,162.7203949496014,156.26900462130646,162.32794813884126,62769000
2020-04-08,158.0589141845703,159.532962870213,156.4987083208587,158.5757842260487,48318200
2020-04-09,158.06851196289062,160.20301667185575,156.33602061130526,159.23627130806562,51385100
2020-04-13,158.42263793945312,158.48008092873175,155.35010255817997,157.31232177165464,41905300
2020-04-14,166.26194763183594,166.30980949089667,160.80603162285263,161.76321038251245,52874300
2020-04-15,164.51988220214844,166.13751656730375,161.99293097885268,163.8689930811695,40940800
2020-04-16,169.4589385986328,169.68866678249967,165.49621871061888,166.83627787509008,50479600
2020-04-17,170.95211791992188,172.29216222843243,168.33900961024494,171.813572888909,52765600
2020-04-20,167.56369018554688,171.0956816998776,167.49669527562645,169.0664676591749,36669600
2020-04-21,160.63372802734375,166.2332143656967,158.9969461097408,166.07049574786976,56203700
2020-04-22,166.0896453857422,166.54908705362305,163.5052659215048,164.0508501636032,34620200
2020-04-23,164.07955932617188,167.56368896204097,163.59140348184656,166.65437218282156,32790800
2020-04-24,167.07553100585938,167.08509753411812,163.39996861114895,164.69215098463684,34277600
2020-04-27,166.59698486328125,169.32493587330342,165.8791007124243,169.028212761145,33194400
2020-04-28,162.53851318359375,168.14758096614784,162.13649988106928,168.07100491727823,34392700
2020-04-29,169.83221435546875,170.07150903698547,164.5198841101079,165.8025000977444,51286600
