Price,Close,High,Low,Open,Volume
Ticker,BAC,BAC,BAC,BAC,BAC
Date,,,,,
2020-01-02,31.275541305541992,31.293092516362137,30.968403485067444,31.021053769976692,37614200
2020-01-03,30.626161575317383,30.84554667729659,30.503303106266195,30.696363067224212,50357900
2020-01-06,30.582284927368164,30.626164630181663,30.161065891258925,30.196168314489196,42185000
2020-01-07,30.380441665649414,30.64370306375602,30.3014629114624,30.45064649050467,34149000
2020-01-08,30.687589645385742,30.8806462619969,30.319020927217068,30.33657213737282,45311600
2020-01-09,30.74024200439453,31.003506826959768,30.661263227135215,30.97717833617248,39861600
2020-01-10,30.485754013061523,30.775340595255223,30.415549176438287,30.71391303698532,39730400
2020-01-13,30.766572952270508,30.775346884866128,30.41555539251798,30.573512959651463,37956100
2020-01-14,30.994733810424805,31.30187168225859,30.810451087324537,30.97718259666977,66719300
2020-01-15,30.424320220947266,30.529627465891835,30.13473366622605,30.512076258401073,74745500
2020-01-16,30.468210220336914,30.705146580288,30.362902939768645,30.626167793637638,50368500
2020-01-17,30.459428787231445,30.670039972103115,30.36289880031323,30.64371148177465,54156100
2020-01-21,30.064533233642578,30.292695616844036,30.02943416107784,30.204939566554614,50811000
2020-01-22,30.152292251586914,30.23127103084514,30.03821104875806,30.161066183703888,38879700
2020-01-23,29.941682815551758,30.064537957710254,29.599442534524083,29.915357670103955,45717100
2020-01-24,29.432706832885742,29.959229751995426,29.195770515021064,29.94167854168496,47797200
2020-01-27,28.827198028564453,29.07291159326795,28.49373511887147,28.581487811411595,57096200
2020-01-28,29.16944694519043,29.388832064566692,28.914959403301662,28.976386968922913,38834600
2020-01-29,28.967607498168945,29.344950142754886,28.941282357051648,29.248423509474467,37414700
2020-01-30,29.380050659179688,29.41515307676259,28.66924176710449,28.69557025406706,50542800
2020-01-31,28.809656143188477,29.108016698724807,28.651698585815517,29.02026398798487,54845300
2020-02-03,28.932510375976562,29.309853045996217,28.888630674422142,28.95883551886823,48485500
2020-02-04,29.502910614013672,29.748624229859942,29.423931835268682,29.450260326551238,45061600
2020-02-05,30.459428787231445,30.54718484240765,29.897803424308613,29.924128567085866,54604800
2020-02-06,30.424320220947266,30.722684053189127,30.36289266850487,30.66125650074673,39511500
2020-02-07,30.37167739868164,30.415553754399735,30.046988349306133,30.117189848944804,31263000
2020-02-10,30.441875457763672,30.441875457763672,30.16984007452627,30.22249035641687,24373800
2020-02-11,30.512081146240234,30.74901746399538,30.50330386731352,30.58228263989857,32476300
2020-02-12,30.643712997436523,31.108811743996505,30.520857861664545,30.78412269266322,36656700
2020-02-13,30.63493537902832,30.74023929022598,30.319020297884357,30.50330297936801,31775100
2020-02-14,30.582284927368164,30.678814917475737,30.450655861581648,30.608613418566527,26447700
2020-02-18,30.07331657409668,30.56474051211692,29.845154144906257,30.512086871330276,40318000
2020-02-19,30.468210220336914,30.58228808629169,30.196171433529734,30.231273860385826,29632100
2020-02-20,30.582284927368164,30.784122187166542,30.240044669751367,30.240044669751367,42604100
2020-02-21,30.152292251586914,30.398002521478567,29.959232269499832,30.301472530435028,46675500
2020-02-24,28.721895217895508,29.143114183662952,28.537612548038023,29.1167890444121,79159600
2020-02-25,27.273956298828125,28.74822280452042,27.06334679801494,28.68679524267185,91586800
2020-02-26,26.87906265258789,27.730277941478988,26.817635090250498,27.545993580691277,80012800
2020-02-27,25.56275177001953,26.589474131257624,25.36969347963585,25.931318814406936,121148300
