Price,Close,High,Low,Open,Volume
Ticker,XOM,XOM,XOM,XOM,XOM
Date,,,,,
2020-01-02,55.137977600097656,55.231296188831266,54.62470162895278,54.62470162895278,12456400
2020-01-03,54.69469451904297,55.5034892139576,54.562489234282765,55.48015363434347,17386900
2020-01-06,55.114654541015625,55.49571933487576,54.61693556401677,54.68692451393307,20081900
2020-01-07,54.66358184814453,54.84244641086042,54.056987360191854,54.82689529234127,17387700
2020-01-08,53.83925247192383,54.663598469460695,53.792587235623465,54.52361462711683,15137700
2020-01-09,54.25141525268555,54.36029089474914,53.37262565610117,53.769247456919985,14811800
2020-01-10,53.769248962402344,54.40695171232019,53.7536978416482,54.383622064550146,11995600
2020-01-13,54.28252410888672,54.336961930602754,53.74591848534467,53.8159074275749,9953900
2020-01-14,53.8159065246582,54.11143120896775,53.5748255944288,53.9558903400476,16261000
2020-01-15,53.7303581237793,54.119201378749274,53.574823195102184,53.81590411453487,11390300
2020-01-16,53.5203857421875,54.11142915509528,53.504834622524484,53.89367788014958,13340300
2020-01-17,53.31818389892578,53.722584196688395,53.10821115709766,53.46594623079409,18144100
2020-01-21,52.55606460571289,53.20931853596738,52.501626778191685,53.17821035834409,17982600
2020-01-22,52.252769470214844,52.64938540158072,52.10500710365984,52.540509741996544,17033100
2020-01-23,51.92612838745117,52.0505610835552,51.36619905481559,51.879469093050915,19605900
2020-01-24,51.576171875,51.85613950829367,51.35842058983326,51.7472638657103,18238600
2020-01-27,50.34742736816406,51.11734135188162,50.31631919306942,50.87625447821756,21231000
2020-01-28,50.277435302734375,50.705159333856024,50.261878249514034,50.635170394196564,19664700
2020-01-29,49.857486724853516,50.65072441954896,49.69417325633616,50.57295694881846,14202800
2020-01-30,50.38631057739258,50.45629951654535,49.328656430605946,49.60084552721781,18544700
2020-01-31,48.30988693237305,49.14978981779032,48.10768973772002,49.14978981779032,34282900
2020-02-03,47.228904724121094,47.765507385841005,46.94893708613199,47.73440217789463,27389300
2020-02-04,46.63786315917969,48.14657399192543,46.575646811451406,47.78883889240408,31922100
2020-02-05,48.78427505493164,48.93981295229549,47.12780193628817,47.244456100970716,32099200
2020-02-06,48.123252868652344,49.00203668617777,48.04548242021695,48.93982329406872,16055400
2020-02-07,47.80438995361328,47.95214932015756,47.48553860828405,47.757727695770505,15112500
2020-02-10,47.29952621459961,47.741284053836296,47.03131663528253,47.70972927762744,20934500
2020-02-11,47.74917221069336,48.03315918386856,47.46518523751815,47.78861718636814,14908700
2020-02-12,48.332923889160156,48.5380239216734,47.77284013765364,48.38814324442254,17862100
2020-02-13,48.0647087097168,48.45124415157638,47.77283457883095,48.16726021865516,16949400
2020-02-14,47.84383773803711,48.24615062061295,47.551960558734066,48.23826343081819,10855300
2020-02-18,47.23642349243164,47.638736389336366,46.897217143820306,47.44941373522685,18948500
2020-02-19,47.59928512573242,47.820162515472326,47.19697230738778,47.417849697127686,12804900
2020-02-20,47.220645904541016,47.757065104311835,47.110207188569845,47.5125200837833,14817200
2020-02-21,46.64478302001953,46.944544378276,46.376573430001656,46.944544378276,20315700
2020-02-24,44.459659576416016,45.59560436067191,44.459659576416016,45.45361088648632,32096600
2020-02-25,42.7557487487793,44.767319323588026,42.574313278267,44.767319323588026,36414500
2020-02-26,41.8170166015625,43.24483889683346,41.7539100464968,43.03184863118113,29801000
2020-02-27,39.300575256347656,41.36736501597877,39.28479786774233,40.7915038734156,48141300
2020-02-28,40.578514099121094,40.578514099121094,37.87275361196399,38.47228234881697,62446700
2020-03-02,42.50331115722656,42.5111983465872,40.33396996633446,41.48569220364766,38127600
2020-03-03,40.468074798583984,42.71630301525648,40.21564260017734,42.55853213894503,50580700
2020-03-04,41.351593017578125,41.39892518956388,40.32608669838987,41.20171232013424,24079600
2020-03-05,39.52934646606445,39.9947689398742,38.685275659037714,39.77388848857553,40788200
