Date,Price,Close,High,Low,Open,Volume,Daily Return,Price Range,Volume Change
1,2020-01-03,67.7520751953125,68.36066912200879,67.04545444931702,67.07929686090621,23408000,-0.005231484976871537,1.3152146726917664,-0.14187257130288145
2,2020-01-06,69.55794525146484,69.58332136437583,67.22858209701914,67.25992638011208,46768000,0.026654092158010956,2.354739267356692,0.9979494190020506
3,2020-01-07,69.42359161376953,69.84109780511007,69.24693831666055,69.68982062314994,34330000,-0.0019315354588120837,0.5941594884495203,-0.2659510776599384
4,2020-01-08,69.917724609375,70.25660431481994,69.30017841973043,69.40915447916457,35314000,0.007117652430812305,0.9564258950895095,0.028662976988057087
5,2020-01-09,70.65171813964844,71.09409928302898,70.17499344034695,70.75820366435225,33200000,0.010497960772811288,0.9191058426820291,-0.05986294387495039
6,2020-01-10,71.1080322265625,71.40561310051638,70.64226436176689,71.13341593357758,26258000,0.006458641048362468,0.7633487387494853,-0.2090963855421687
7,2020-01-13,71.65890502929688,71.73105459235768,70.92939109321708,71.42103622672836,30730000,0.007746984208186092,0.8016634991406022,0.1703100007616727
8,2020-01-14,71.18914794921875,71.78828087353631,71.04881242286127,71.65740633981173,26076000,-0.006555459923453633,0.7394684506750338,-0.15144809632281153
9,2020-01-15,71.61760711669922,71.69623359683659,71.24240200906924,71.31007924880507,21550000,0.006018602270476681,0.453831587767354,-0.17356956588433814
10,2020-01-16,72.16300201416016,72.18987397034176,71.65741591572775,71.92861841895987,26080000,0.0076153744786842115,0.5324580546140112,0.21020881670533642
11,2020-01-17,73.6240005493164,73.67525391932409,72.48096687413458,72.77904128791559,52424000,0.02024581148757587,1.1942870451895118,1.010122699386503
12,2020-01-21,73.7598648071289,74.13954981671559,73.16072423104607,73.59813193167503,48930000,0.0018453799956372752,0.9788255856695116,-0.06664886311613005
13,2020-01-22,73.84046173095703,74.67198878267989,73.78025610784053,74.13207441298364,28458000,0.0010926934863406679,0.8917326748393606,-0.41839362354383813
14,2020-01-23,73.88126373291016,74.31967363498386,73.66380519285875,74.02358863513173,26650000,0.0005525697022561449,0.6558684421251115,-0.06353222292501226
15,2020-01-24,72.95967864990234,74.35450680018036,72.8108844266279,74.28583487962034,29786000,-0.012473867343951395,1.5436223735524663,0.11767354596622881
16,2020-01-27,71.24588012695312,71.48722657038118,70.63728617423324,71.2364267268566,34132000,-0.023489666548188848,0.849940396147943,0.14590747330960863
17,2020-01-28,72.17991638183594,72.39388973398827,71.17770407698895,71.74399693020122,29724000,0.013110038829170945,1.216185656999329,-0.12914566975272468
18,2020-01-29,72.48844146728516,72.85867308700175,71.92563382387546,72.5760202015047,21566000,0.004274389621305552,0.9330392631262896,-0.27445835015475706
19,2020-01-30,72.36652374267578,72.41628127877416,71.40860195394337,71.56286322410585,27110000,-0.001681891928444812,1.0076793248307894,0.25707131596030797
20,2020-01-31,71.29812622070312,73.13384738601565,71.01348397202851,73.04377812590472,43822000,-0.014763698278111526,2.1203634139871355,0.6164514939136849
21,2020-02-03,73.77726745605469,73.96139234126558,72.48395130082353,72.73475112590975,71636000,0.03477147811258585,1.477441040442045,0.6347040299392999
22,2020-02-04,71.92662048339844,73.01789968192739,70.76318413051645,72.37846261578684,95880000,-0.02508424392050823,2.254715551410939,0.338433190016193
23,2020-02-05,71.95846557617188,72.88055549193162,71.14386347186732,72.83228620559221,36376000,0.0004427441823267042,1.7366920200642966,-0.6206090947017104
24,2020-02-06,73.44735717773438,73.72553013530305,72.17892341944845,72.25356352243467,37822000,0.020690985968654818,1.546606715854594,0.03975148449527155
25,2020-02-07,73.60359954833984,73.90913797820706,72.9218613742501,73.02038933632561,28360000,0.002127270151155658,0.9872766039569569,-0.2501718576489874
26,2020-02-10,75.07408142089844,75.08503066123686,73.40904517323618,73.51006368465248,38302000,0.019978396186898895,1.675985488000677,0.3505641748942172
27,2020-02-11,75.14374542236328,76.1300350378507,74.91434289980158,75.30348131760789,34852000,0.0009279367811945161,1.2156921380491212,-0.09007362539815156
28,2020-02-12,75.57020568847656,75.65330449075212,75.07457418082535,75.4323606906229,31042000,0.005675259646910957,0.5787303099267689,-0.10931940778147597
