Date,Price,Close,High,Low,Open,Volume,Daily Return,Price Range,Volume Change
1,2020-01-03,124.59573364257812,125.53702068538544,123.49036638226885,123.92215088010892,5752400,-0.011577564866876888,2.046654303116597,-0.004258265535745154
2,2020-01-06,124.44029998779295,124.52664898284344,123.36083872203147,124.35393781572508,7731300,-0.0012475038289115892,1.1658102608119663,0.3440129337320075
3,2020-01-07,125.2001953125,125.60607368443574,122.0913556783065,124.36253255995292,7382900,0.006106505085423208,3.514718006129243,-0.045063572749731606
4,2020-01-08,125.18296813964844,126.06379903291209,124.09486276547293,125.10523691505216,6605800,-0.00013759701259696833,1.9689362674391617,-0.10525674193067769
5,2020-01-09,125.55430603027344,126.10698970565991,125.20888367453873,125.87382236817896,6112700,0.0029663611283825553,0.8981060311211877,-0.07464652275273242
6,2020-01-10,125.26930236816406,126.2364953183029,125.13112818185404,125.86516701673732,5042600,-0.0022699632622767973,1.1053671364488622,-0.17506175667053836
7,2020-01-13,125.82200622558594,125.89972427653672,124.97571225774686,125.63201998302767,4593200,0.0044121252930544586,0.9240120187898526,-0.08912069170665926
8,2020-01-14,126.53011322021484,126.60783125523162,124.98431757968956,125.26066594021376,7037500,0.005627846955160942,1.623513675542057,0.5321562309501002
9,2020-01-15,126.95326232910156,127.29005368120194,126.2883237474008,126.42648476022497,4960300,0.003344256146758262,1.001729933801144,-0.29516163410301954
10,2020-01-16,127.9809341430664,128.53361782339607,126.25379599490893,127.30735131944644,6476000,0.00809488307043904,2.279821828487144,0.30556619559300846
11,2020-01-17,128.81858825683594,129.0258495639539,127.74775793558592,128.16228054982184,9083600,0.0065451476767088845,1.2780916283679744,0.40265596046942553
12,2020-01-21,128.90493774414062,129.68214450957132,128.2399859791288,128.3090730747029,9543900,0.0006703185345622309,1.4421585304425264,0.0506737416883174
13,2020-01-22,128.0240936279297,128.82720640632772,126.08106353914154,126.68555915358353,10305300,-0.0068332845244399865,2.7461428671861796,0.07977870681796739
14,2020-01-23,128.26588439941406,128.47314567386644,126.73736379573928,127.84273090545456,8671900,0.0018886349017013249,1.7357818781271561,-0.15850096552259518
15,2020-01-24,128.0845489501953,128.62858841116943,127.74774442037968,128.3090721263897,9051900,-0.0014137465318063702,0.8808439907897565,0.04381969349277548
16,2020-01-27,128.4558868408203,129.0690266195951,126.94464111328124,127.39370067617192,7587100,0.002899162261713384,2.124385506313857,-0.16182237983185854
17,2020-01-28,129.1035614013672,130.02758652700055,127.93773801757152,128.2054554677668,7336600,0.005041999837262834,2.089848509429032,-0.033016567594996826
18,2020-01-29,130.00169372558594,130.5630215779266,128.78407124159477,129.0604065168697,6288600,0.006956681244652652,1.7789503363318317,-0.14284545974974783
19,2020-01-30,129.8462371826172,129.9757672636214,128.71496388512224,129.56125782739048,6470600,-0.001195803981576593,1.260803378499162,0.028941258785739166
20,2020-01-31,128.55946350097656,129.53530031331408,128.36084639672623,129.31940814612523,8651700,-0.009909980524355877,1.1744539165878507,0.33707847803913094
21,2020-02-03,129.68214416503906,129.95849254660138,128.87903138802875,129.0344674698955,5765200,0.008732773406867622,1.0794611585726273,-0.3336338523064831
22,2020-02-04,130.91708374023438,131.91018295649695,130.57164818634638,130.82209061004255,6541400,0.009522818913478837,1.3385347701505736,0.1346353985984874
23,2020-02-05,132.98095703125,133.00686303968146,130.6665859209358,131.02065227218378,5979900,0.015764736213577546,2.340277118745661,-0.08583789402880115
24,2020-02-06,132.5836944580078,133.42135710695027,131.90148101890608,133.20546494334678,6201200,-0.002987364372395329,1.5198760880441853,0.03700730781451189
25,2020-02-07,131.16749572753906,132.52330539123773,130.87388542813255,132.41966815019867,5700300,-0.010681545240220247,1.6494199631051742,-0.08077468876991545
26,2020-02-10,131.14158630371094,131.18476738827033,130.303923335923,130.98613703470048,4835600,-0.00019752930163385862,0.880844052347328,-0.1516937705033068
27,2020-02-11,131.25387573242188,131.59066716326987,130.8652590855042,131.51293592767487,3715300,0.0008562457712757432,0.7254080777656782,-0.23167755811067914
28,2020-02-12,130.47662353515625,131.39200447203524,130.32981840160167,131.1502062312376,5166800,-0.005921746637410963,1.0621860704335688,0.39068177536134363
29,2020-02-13,129.6130828857422,130.43347089425754,129.43174075411162,129.67353904763152,5480200,-0.0066183552732830275,1.0017301401459235,0.060656499187117685
30,2020-02-14,129.6475830078125,130.08799833458312,128.8012761299987,130.0189112520873,5716300,0.00026617777543891386,1.2867222045844073,0.043082369256596476
31,2020-02-18,128.79266357421875,130.17437906738033,128.7235764818591,129.9412117777935,7230700,-0.0065941794961362765,1.4508025855212168,0.26492661336878753
32,2020-02-19,128.61996459960938,129.32808430350838,128.30907924308823,128.85313191125442,6115200,-0.0013409069260366113,1.0190050604201417,-0.15427275367530113
33,2020-02-20,128.12771606445312,128.9999291043613,127.2900531603716,128.33497734836533,7464700,-0.003827154957541823,1.709875943989715,0.22067961800104663
34,2020-02-21,129.4749298095703,129.74264734262923,127.4109998533486,127.88596557068432,7776800,0.010514616091646278,2.331647489280627,0.04181011962972381
35,2020-02-24,126.80680847167967,129.49224856463226,126.2332154631734,127.31955983032636,10588900,-0.020607242976033002,3.2590331014588685,0.36160117271885617
36,2020-02-25,125.71178436279295,127.53684848712766,124.99914924313808,126.87635578341803,10529000,-0.008635373148211278,2.5376992439895787,-0.0056568670966766765
37,2020-02-26,124.86875915527344,127.07621831045232,124.7905455443758,126.32012688302936,10093800,-0.006706015762902751,2.285672766076516,-0.04133345996770821
38,2020-02-27,120.90579986572266,125.81608523190287,120.7580585969372,123.89542221560784,12566700,-0.03173699583754863,5.058026634965671,0.24499197527194916
